% function evaluation | noise-free fitness - Fopt (-6,211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4,523086186e+07 +4,523086186e+07 +4,523024075e+07 +4,523024075e+07 +0,0000e+00 +0,0000e+00 +0,0000e+00 +0,0000e+00 +0,0000e+00 +0,0000e+00 +0,0000e+00 +0,0000e+00 +0,0000e+00 +0,0000e+00
4 +3,722820113e+07 +3,722820113e+07 +3,722758002e+07 +3,722758002e+07 +6,9495e-01 +8,0523e-01 +5,0252e-03 +5,2314e-01 +7,4398e-01 +1,4202e-01 +4,8173e-01 +5,4455e-01 +5,7710e-01 +2,0491e-01
