Function,Parameter name,Parameter type,Parameter tune value,Seed,score
BentCigar,elim_island,tune,6,3,9.999995549622342
BentCigar,elim_island,tune,6,4,9.999996534113173
BentCigar,elim_island,tune,6,5,9.999996797490006
BentCigar,elim_island,tune,6,6,9.99999798437528
BentCigar,elim_island,tune,6,7,9.999995912925737
BentCigar,elim_island,tune,6,8,9.999999999323379
BentCigar,elim_island,tune,6,9,9.999999936788663
BentCigar,elim_island,tune,6,10,9.999993787821435
BentCigar,elim_island,tune,6,11,9.999997268455695
BentCigar,elim_island,tune,6,12,9.999999267033598
BentCigar,elim_island,tune,6,13,9.999998218155751
BentCigar,elim_island,tune,6,14,9.999999812257371
BentCigar,elim_island,tune,6,15,9.999964706039894
BentCigar,elim_island,tune,6,16,9.999995708311088
BentCigar,elim_island,tune,6,17,9.999989142321663
BentCigar,elim_island,tune,6,18,9.999999017777924
BentCigar,elim_island,tune,6,19,9.999999287951294
BentCigar,elim_island,tune,6,20,9.999991173506107
BentCigar,elim_island,tune,6,21,9.999989260037367
BentCigar,elim_island,tune,6,22,9.999982554758834
BentCigar,elim_island,tune,6,23,9.99999052475847
BentCigar,elim_island,tune,6,24,9.999998373579228
BentCigar,elim_island,tune,6,25,9.99999663454039
BentCigar,elim_island,tune,6,26,9.999989882113107
BentCigar,elim_island,tune,6,27,9.99999210476198
BentCigar,elim_island,tune,6,28,9.999973550987605
BentCigar,elim_island,tune,6,29,9.999999509505287
BentCigar,elim_island,tune,6,30,9.999999994444163
BentCigar,elim_island,tune,6,31,9.999996564818153
BentCigar,elim_island,tune,6,32,9.999999954573275
BentCigar,elim_island,tune,6,33,9.99999960358383
BentCigar,elim_island,tune,6,34,9.999999959479961
BentCigar,elim_island,tune,6,35,9.999995735442406
BentCigar,elim_island,tune,6,36,9.999999997188262
BentCigar,elim_island,tune,6,37,9.999999630448126
BentCigar,elim_island,tune,6,38,9.999997177874008
BentCigar,elim_island,tune,6,39,9.999977913881237
BentCigar,elim_island,tune,6,40,9.999995469469336
BentCigar,elim_island,tune,6,41,9.99999788744044
BentCigar,elim_island,tune,6,42,9.99999906037569
BentCigar,elim_island,tune,6,43,9.999997003615995
BentCigar,elim_island,tune,6,44,9.999999770152577
BentCigar,elim_island,tune,6,45,9.999999972254995
BentCigar,elim_island,tune,6,46,9.99999970898894
BentCigar,elim_island,tune,6,47,9.999999636146029
BentCigar,elim_island,tune,6,48,9.999999067628968
BentCigar,elim_island,tune,6,49,9.999985158109212
BentCigar,elim_island,tune,6,50,9.99999587616189
Function,Parameter name,Parameter type,Parameter tune value,Seed,score
BentCigar,elim_island,tune,7,1,9.999990767928102
BentCigar,elim_island,tune,7,2,9.999999615453198
BentCigar,elim_island,tune,7,3,9.999987151972425
BentCigar,elim_island,tune,7,4,9.999991604979503
BentCigar,elim_island,tune,7,5,9.999999182264217
BentCigar,elim_island,tune,7,6,9.999992213763388
BentCigar,elim_island,tune,7,7,9.999999386391012
BentCigar,elim_island,tune,7,8,9.999999953784718
BentCigar,elim_island,tune,7,9,9.99999308029366
BentCigar,elim_island,tune,7,10,9.999990399005016
BentCigar,elim_island,tune,7,11,9.999997261450439
BentCigar,elim_island,tune,7,12,9.999999949900783
BentCigar,elim_island,tune,7,13,9.999987684934874
BentCigar,elim_island,tune,7,14,9.999999918697927
BentCigar,elim_island,tune,7,15,9.999990314586269
BentCigar,elim_island,tune,7,16,9.999979383774004
BentCigar,elim_island,tune,7,17,9.99998410812815
BentCigar,elim_island,tune,7,18,9.999999864887844
BentCigar,elim_island,tune,7,19,9.999965783643614
BentCigar,elim_island,tune,7,20,9.999999985271234
BentCigar,elim_island,tune,7,21,9.999999168361338
BentCigar,elim_island,tune,7,22,9.99999542036052
BentCigar,elim_island,tune,7,23,9.999993510743053
BentCigar,elim_island,tune,7,24,9.999999692511869
BentCigar,elim_island,tune,7,25,9.999999084082487
BentCigar,elim_island,tune,7,26,9.999999605281948
BentCigar,elim_island,tune,7,27,9.999986946778726
BentCigar,elim_island,tune,7,28,9.999982433346513
BentCigar,elim_island,tune,7,29,9.99999797089245
BentCigar,elim_island,tune,7,30,9.999996993856774
BentCigar,elim_island,tune,7,31,9.999999170277118
BentCigar,elim_island,tune,7,32,9.99999555855574
BentCigar,elim_island,tune,7,33,9.999999968062168
BentCigar,elim_island,tune,7,34,9.999999933788997
BentCigar,elim_island,tune,7,35,9.999999391898346
BentCigar,elim_island,tune,7,36,9.999999969784827
BentCigar,elim_island,tune,7,37,9.999992607462126
BentCigar,elim_island,tune,7,38,9.999999488458467
BentCigar,elim_island,tune,7,39,9.999969045293938
BentCigar,elim_island,tune,7,40,9.999997810074769
BentCigar,elim_island,tune,7,41,9.999971885120049
BentCigar,elim_island,tune,7,42,9.999998160341294
BentCigar,elim_island,tune,7,43,9.999999854575803
BentCigar,elim_island,tune,7,44,9.999973075847485
BentCigar,elim_island,tune,7,45,9.99999916758634
BentCigar,elim_island,tune,7,46,9.999995500163227
BentCigar,elim_island,tune,7,47,9.999990538068115
BentCigar,elim_island,tune,7,48,9.999994671134747
BentCigar,elim_island,tune,7,49,9.999955216650916
BentCigar,elim_island,tune,7,50,9.999999495500273
Function,Parameter name,Parameter type,Parameter tune value,Seed,score
BentCigar,elim_island,tune,8,1,9.999999046844964
BentCigar,elim_island,tune,8,2,9.999999298944426
BentCigar,elim_island,tune,8,3,9.999999991600914
BentCigar,elim_island,tune,8,4,9.99999360120368
BentCigar,elim_island,tune,8,5,9.999994219007155
BentCigar,elim_island,tune,8,6,9.999996422192048
BentCigar,elim_island,tune,8,7,9.99998706586283
BentCigar,elim_island,tune,8,8,9.999997597439789
BentCigar,elim_island,tune,8,9,9.999998311817897
BentCigar,elim_island,tune,8,10,9.999995245714947
BentCigar,elim_island,tune,8,11,9.99999905324406
BentCigar,elim_island,tune,8,12,9.999999880312684
BentCigar,elim_island,tune,8,13,9.9999940663123
BentCigar,elim_island,tune,8,14,9.999975050615348
BentCigar,elim_island,tune,8,15,9.999988240532002
BentCigar,elim_island,tune,8,16,9.999985412138285
BentCigar,elim_island,tune,8,17,9.99999473731499
BentCigar,elim_island,tune,8,18,9.999999999797026
BentCigar,elim_island,tune,8,19,9.999999897319476
BentCigar,elim_island,tune,8,20,9.999999693007474
BentCigar,elim_island,tune,8,21,9.999993274271743
BentCigar,elim_island,tune,8,22,9.999998024986906
BentCigar,elim_island,tune,8,23,9.999981780120159
BentCigar,elim_island,tune,8,24,9.999998305625711
BentCigar,elim_island,tune,8,25,9.999997431909156
BentCigar,elim_island,tune,8,26,9.999998489407862
BentCigar,elim_island,tune,8,27,9.999999641738402
BentCigar,elim_island,tune,8,28,9.999983315042357
BentCigar,elim_island,tune,8,29,9.999992528184961
BentCigar,elim_island,tune,8,30,9.999998453028127
BentCigar,elim_island,tune,8,31,9.999993559943047
BentCigar,elim_island,tune,8,32,9.999964058932576
BentCigar,elim_island,tune,8,33,9.999989660396873
BentCigar,elim_island,tune,8,34,9.999966402417789
BentCigar,elim_island,tune,8,35,9.99999362622002
BentCigar,elim_island,tune,8,36,9.999997041606289
BentCigar,elim_island,tune,8,37,9.999994184391554
BentCigar,elim_island,tune,8,38,9.999998413427125
BentCigar,elim_island,tune,8,39,9.999969228349833
BentCigar,elim_island,tune,8,40,9.999999801914543
BentCigar,elim_island,tune,8,41,9.999999990989041
BentCigar,elim_island,tune,8,42,9.999990244219012
BentCigar,elim_island,tune,8,43,9.9999791485953
BentCigar,elim_island,tune,8,44,9.999999446073037
BentCigar,elim_island,tune,8,45,9.999999996817595
BentCigar,elim_island,tune,8,46,9.999996068553248
BentCigar,elim_island,tune,8,47,9.999991523666928
BentCigar,elim_island,tune,8,48,9.999996352462041
